Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
SU_INLSM,"SU Light Industrial - Shop Math",1,false,true,Standard,"This test measures mathematical skill related to typical industrial situations and diagram, including basic mathematics and geometry, the ability to identify dimensions of common objects, and reading diagrams.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLSR,"SU Light Industrial - Shipping and Receiving",1,false,true,Standard,"This test measures understanding of operations and safety issues related to shipping and receiving, including basic warehouse safety and procedures, proper stacking, storage and transport of material and the ability to identify information in common shipping forms.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLUC,"SU Light Industrial - Units and Conversion",1,false,true,Standard,"This test measures the ability to identify and perform calculations on units, including metric units of length, area and volume.",25,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_MTHES,"SU Essentials - Math",1,false,true,Standard,"This test measures basic level math skills including addition, subtraction, multiplication, division, fractions, decimals and percents.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_SPLES,"SU Essentials - Spelling",1,false,true,Standard,"This test measures basic level spelling skills including the ability to identify correctly/incorrectly spelled words used in general and business environments.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_VOCES,"SU Essentials - Vocabulary",1,false,true,Standard,"This test measures basic level vocabulary skills including the ability to identify general and business terms.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_WES01,"Workplace English for Spanish Speakers",1,false,true,Standard,"This Spanish-language assessment asks examinees about the meaning and proper usage of English-language words and prhases.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workplace English Usage (Spanish)
UK_AUTAS,"UK Shorthand - Accounting (Audio)",1,false,true,Standard,"Using pen and paper, examinees transcribe audio text into shorthand. Examinees then type their own shorthand notes into the space provided on the computer screen.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_AUTBS,"UK Shorthand - Business (Audio)",1,false,true,Standard,"Using pen and paper, examinees transcribe audio text into shorthand.  Examinees then type their own shorthand notes into the space provided on the computer screen.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,Information Technology,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_AUTLS,"UK Shorthand - Legal (Audio)",1,false,true,Standard,"Examinees are asked to transcribe into shorthand a legal document that is read aloud, then type the document from their shorthand notes into the computer for automatic grading.",0,5 minutes,,,,,,,Clerical Office,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_AUTMS,"UK Shorthand - Medical (Audio)",1,false,true,Standard,"Examinees transcribe into shorthand a document containing medical terminology that is read aloud, then type the document from their shorthand notes into the computer for automatic grading.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CALDA,"UK Call Center - Data Analysis",1,false,true,Standard,"Examinees are shown various price charts and asked to determine which price would be charged for different scenarios.",20,20 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,Call Center Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CHKNA,"UK Checking - Names",1,false,true,Standard,"Examinees are asked to compare 2 sets of names and mark if they match or not.",20,10 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CHKNU,"UK Checking - Numbers",1,false,true,Standard,"Examinees are asked to compare 2 sets of numbers and mark if they match or not.",30,15 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CHKST,"UK Checking - Standard",1,false,true,Standard,"Examinees are asked to compare 2 sets of dates, addresses, names as well as words and phrases and mark if they match or not.",30,15 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CODLT,"UK Coding - Letters",1,false,true,Standard,"Examinees are asked to select the correct abbreviation from a list of names, colors, departments, cities and chemicals.",30,15 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CODNU,"UK Coding - Numbers",1,false,true,Standard,"Examinees are asked to select the correct button on a telephone from a list of extensions, area codes, country codes and departments.",30,15 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_CODST,"UK Coding - Standard",1,false,true,Standard,"Examinees are asked to select the correct abbreviation from a list of extensions, departments, names, colors, cities and chemicals.",30,15 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,Retail Sales,,,Banking/Finance,,,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FILNA,"UK Filing - Names",1,false,true,Standard,"Examinees must select the correct location for filing documents based on names and companies.",30,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FILNU,"UK Filing - Numbers",1,false,true,Standard,"Examinees must select the correct location for filing documents based on dates and  numbers.",38,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FILST,"UK Filing - Standard",1,false,true,Standard,"Examinees must select the correct location for filing documents based on dates, numbers, names and companies.",30,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLCCA,"UK Data Entry - Call Centre (Audio) (F)",1,false,true,Audio,"Listening to a simulated marketing call, examinees are asked to type the required information into an on-screen form.",0,10 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLDA1,"UK Flash Data Entry - Standard (Audio)",1,false,true,Audio,"Examinees enter data into online forms from audio input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLDAL,"UK Data Entry Test - Alphanumeric (F)",1,false,true,Standard,"The applicant is asked to type names and addresses using the keyboard.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLDC1,"UK Data Entry - Sales (Orders) (F)",1,false,true,Standard,"The applicant is asked to type details from a business card into an on-screen form.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,Retail Sales,,,Banking/Finance,,Gaming/Hospitality,,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLDNU,"UK Data Entry Test - Numeric (F)",1,false,true,Standard,"Examinees are asked to type numerical information using the computer keypad.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLTRA,"UK Flash Transcription - Accounting (Audio)",1,false,true,Standard,"Examinees type a document that is read aloud.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLTRB,"UK Flash Transcription - Business (Audio)",1,false,true,Standard,"Examinees type a document that is read aloud.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLTRL,"UK Flash Transcription - Legal (Audio)",1,false,true,Standard,"Examinees type a document that is read aloud.",0,5 minutes,,,,,,,Clerical Office,,,,,,Legal,,,,,,,,,,,,,Legal Services,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLTRM,"UK Flash Transcription - Medical (Audio)",1,false,true,Standard,"Examinees type a document that is read aloud.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,Medical Office,,,,,,,,,Healthcare,,,,,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_FLTSS,"UK Typing Test 1 (F)",1,false,true,Standard,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_GRMBS,"UK Grammar - Business",1,false,true,Standard,"Examinees are asked to select grammatically correct sentences specific to business environments.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_GRMGN,"UK Grammar - General",1,false,true,Standard,"Examinees are asked to select grammatically correct sentences.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,English,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_LTRAB,"UK Letter Setup - Alternative Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the alternative block format.",3,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
UK_LTRBL,"UK Letter Setup - Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the standard block format.",3,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
UK_LTRLH,"UK Letter Setup - Letter Head Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the letter head block format.",3,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
UK_LTRPR,"UK Proofreading - Error Detection",1,false,true,Standard,"Examinees must find and highlight 20 errors found in on-screen text.",0,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_LTRSB,"UK Letter Setup - Semi Block",1,false,true,Standard,"Examinees are asked to set up a standard letter in the semi-block format.",3,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretarial Skills,,,,,,,,,,,
UK_MTHGN,"UK Maths - General",1,false,true,Standard,"This test contains questions that measure  commonly used math skills, such as addition, subtraction, multiplication, division and percentages.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_OFFST,"UK Office Manager Skills",1,false,true,Standard,"Examinees are asked questions relating to managing staff, measuring employee performance and productivity, and recommending raises and promotions.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_PHNCS,"UK Customer Service",1,false,true,Standard,"Customer Service questions on topics such as how best to deal with dissatisfied customers, proper telephone skills as well as Customer Service techniques.",32,15 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,Customer Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_PHNMS,"UK Phone Message Taking",1,false,true,Standard,"Examinees see a telephone message displayed briefly and are then asked 5 questions relating to the message.",35,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Receptionist Skills,,,,,,,,,,,,,
UK_PHNRC,"UK Receptionist Skills",1,false,true,Standard,"This test contains questions relating to receptionist skills such as recognizing names and faces, taking messages and forwarding calls.",34,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_PHNSC,"UK Secretarial Skills",1,false,true,Standard,"This test contains questions relating to secretarial skills such as recognizing names and faces, taking messages, and using judgment and discretion.",34,25 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_RSTLP,"UK Retail Sales - Learning Products",1,false,true,Standard,"Questions covering the ability to learn new product features, prices and selling points.",36,20 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,,,,,,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
UK_RSTMT,"UK Retail Sales - Retail Math",1,false,true,Standard,"Questions covering the ability to perform basic math related to retail sales.",15,10 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,Food Services,Gaming/Hospitality,,,,,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
UK_RSTSC,"UK Retail Sales - Store Security",1,false,true,Standard,"Questions covering such topics such as shoplifting and inventory loss prevention.",10,5 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,Gaming/Hospitality,,,,,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
UK_RSTSP,"UK Retail Sales - Sales and Promotion",1,false,true,Standard,"Questions covering such topics such as sales and promotion techniques.",22,15 minutes,,,,,,,,,,,,,,,,,,Retail Sales,,,,,Gaming/Hospitality,,,,,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Sales Skills,,,,,,,,,,,,
UK_SPLBS,"UK Spelling - Business",1,false,true,Standard,"Examinees select the correct spelling of words specific to business environments.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,,Information Technology,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_SPLGE,"UK Spelling - Geography",1,false,true,Standard,"Examinees are asked to select the correct spelling of countries as well as US and international cities and states.",40,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_SPLGN,"UK Spelling - General",1,false,true,Standard,"Examinees select the correct spelling of words in general use.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK_TKYST,"UK Ten Key Test - Standard",1,false,true,Standard,"Examinees are asked to type numerical information using the computer keypad.  Scores measure speed and accuracy of input.",0,3 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,,,Manufacturing/Logistics,Retail,,,,,,,,English for UK,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
